Mexico,State of Mexico,Naucalpan,Alejandro Garcia Hurtado,Clinica Mas Bonita,"Body Sculpting, Breast Augmentation, Top Surgery"
Mexico,State of Mexico,Ciudad de México (Mexico City),Antonio Fuente-del-Campo,,Top Surgery
Mexico,Jalisco,Guadalajara,Carlos Mendez,Sex Change Mexico,Top Surgery
Mexico,Guanajuato,Leon,Carlos Rios Melgarejo,Salud Transgenero,"Facial Feminization (FFS), Top Surgery"
Mexico,Jalisco,Guadalajara,Duard Jose Guzman Camacho,Guadalajara,Top Surgery
Mexico,State of Mexico,Ciudad de México (Mexico City),Ferdo Molina,Hospital Angeles,"Body Sculpting, Breast Augmentation, Top Surgery"
Mexico,Baja California,Tijuana,Gaston de la Garza,Aesthetic & Reconstructive Surgery of Baja California,Hysterectomy
Mexico,Jalisco,Guadalajara,Ivan Aguilar,,"Body Sculpting, Breast Augmentation, Buttock Augmentation, Top Surgery"
Mexico,Jalisco,Guadalajara,Ivan Enriquez Aguilar,Sex Change Mexico,"Metoidioplasty, Phalloplasty (GRS/SRS)"
Mexico,Baja California,Tijuana,Jaime Caloca,Desde Estados Unidos Marque,Facial Feminization (FFS)
Mexico,Jalisco,Guadalajara,Juan Eduardo Perez De La Torre,Antiguo Hospital Civil de Guadalajara,Facial Feminization (FFS)
Mexico,Jalisco,Guadalajara,Lázaro Cárdenas Camarena,Hospital Clinica Angeles,Facial Feminization (FFS)
Mexico,Chihuahua,Ciudad Juarez,Manuel Enrique Boquín Suárez,Hospital Angeles,Top Surgery
Mexico,Nuevo Leon,Monterrey,Miguel De La Parra,,"Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
Mexico,Yucatan,Mérida,Miguel Laviada,,Facial Feminization (FFS)
Mexico,Jalisco,Zapopan,Rubén Agredano Jimenez,Ruby Surgery & Aesthetics,Vaginoplasty (GRS/SRS)
Mexico,State of Mexico,Ciudad de México (Mexico City),Sergio Landa Juarez,,"Phalloplasty (GRS/SRS), Top Surgery"
Netherlands,,Amsterdam,A.G. Becking,VU Medical Center,Top Surgery
Netherlands,,Amsterdam,B. Tuinzing,Academisch Centrum Tandheelkunde,Facial Feminization (FFS)
Netherlands,,Amsterdam,Bouman,,"Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
Netherlands,,Amsterdam,E.J. Van Croonenburg,Academisch Centrum Tandheelkunde,Facial Feminization (FFS)
Netherlands,,Amsterdam,F.B. Niessen,Esthetisch Centrum Concertgebouwplein,Top Surgery
Netherlands,,Amsterdam,F.G. Bouman,"Gender Surgery Amsterdam, Hospital Vrije Universiteit","Breast Augmentation, Metoidioplasty, Vaginoplasty (GRS/SRS)"
Netherlands,,Middelburg,Jean-Michel Vaandrager,,Top Surgery
Netherlands,,Amsterdam,Jeroen Meijerink,"Gender Surgery Amsterdam, Hospital Vrije Universiteit","Breast Augmentation, Top Surgery"
Netherlands,,Amsterdam,Joris Hage,Free University of Amsterdam,Top Surgery
Netherlands,,Amsterdam,Louis J. Gooren,VU Medical Center,Top Surgery
Netherlands,,Amsterdam,Lucas Ziekenhuis,KNO Amsterdam,"Breast Augmentation, Top Surgery"
Netherlands,,Amsterdam,M.E. Buncamper,"Gender Surgery Amsterdam, Hospital Vrije Universiteit","Facial Feminization (FFS), Facial Masculinization, Phalloplasty (GRS/SRS), Top Surgery"
Netherlands,,Amsterdam,Marlon Buncamper,,"Body Sculpting, Breast Augmentation, Buttock Augmentation, Facial Feminization (FFS), Top Surgery"
Netherlands,,Amsterdam,Mujde Özer,,"Breast Augmentation, Facial Feminization (FFS), Top Surgery"
Netherlands,,Alkmaar,R. C. Kanhai,Medisch Centrum Alkmaar,"Breast Augmentation, Metoidioplasty, Vaginoplasty (GRS/SRS)"
Netherlands,,Amsterdam,Thea (D.K.G). van Loenen,Slotervaart-hospital,Top Surgery
New Zealand,,Christchurch,Christopher J.W. Porter,Christchurch Public & Burwood Hospitals,Top Surgery
New Zealand,,Auckland,Julian Lofts,Remuera Clinic,Top Surgery
New Zealand,,Auckland,Rita Yang,,Top Surgery
New Zealand,,Auckland,Wayne Jones,Auckland Hospital,"Top Surgery, Vaginoplasty (GRS/SRS)"
Norway,,Oslo,Therese Halvorsen Bjark,"Oslo University Hospital, Rikshospitalet","Facial Feminization (FFS), Facial Masculinization, Phalloplasty (GRS/SRS), Top Surgery"
Peru,,Lima,Alberto Calvo Quiroz,"Center for Aesthetic, Reconstructive and Antiaging Plastic Surgery",Top Surgery
Peru,,Lima,Aldo Reyes Llerena,Clínica Bellavista AUNA,"Breast Augmentation, Hysterectomy, Metoidioplasty, Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery"
Peru,,Lima,Sergio Pimentel,,Phalloplasty (GRS/SRS)
Philippines,,Manilla,Alvin M. Jorge,,"Phalloplasty (GRS/SRS), Top Surgery"
Philippines,,Manilla,Arnold Angeles,St. Lukes Medical Center,"Body Sculpting, Breast Augmentation, Labiaplasty (GRS/SRS), Top Surgery"
Philippines,,Quezon City,Enrico Valera,St. Luke's Medical Center,"Glansplasty, Hysterectomy, Metoidioplasty, Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Urethroplasty, Vaginectomy"
Philippines,,Manilla,Joel Nicdao,McGill Mediplus,"Facial Feminization (FFS), Facial Masculinization, Labiaplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
Philippines,,Quezon City,Jorge Alvin,"1595 Quezon Avenue, Quezon City, PH",Top Surgery
Poland,,Warsaw,Janusz Robert Jaworowski,,"Glansplasty, Hysterectomy, Metoidioplasty, Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Urethroplasty, Vaginectomy, Vaginoplasty (GRS/SRS)"
Poland,,Warsaw,Lubomir Lembas,Luxmed,"Glansplasty, Hysterectomy, Metoidioplasty, Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Urethroplasty, Vaginectomy"
Portugal,,Lisbon,João Décio Ferreira,,Facial Feminization (FFS)
Georgia,,Tbilisi,Ivan Kuzanov,Kuzanov Clinic,Top Surgery
Russia,,Moscow,Olesya Startseva,Russian National Research Center of Surgery,Top Surgery
Russia,,St. Petersburg,Protasov Kirill,,Facial Feminization (FFS)
Serbia,,Belgrade,Rados Djinovic,"Sava Perovic Foundation, Center for Uro-Genital Reconstructive Surgery",Facial Feminization (FFS)
Russia,,Moscow,Ruben Abrikosovsky,,"Breast Augmentation, Hysterectomy, Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
Russia,,St. Petersburg,Dmitry Krasnojon,"Onco Group, Kondratyevskiy pr.",Facial Feminization (FFS)
Serbia,,Belgrade,Miroslav Djordjevic,"University of Belgrade, Center for Genital Reconstructive Surgery",Facial Feminization (FFS)
Serbia,,Belgrade,Rados Djinovic,"Sava Perovic Foundation, Center for Uro-Genital Reconstructive Surgery","Vaginoplasty (GRS/SRS), Phalloplasty (GRS/SRS), Penile Implant (GRS/SRS), Labiaplasty (GRS/SRS)"
Singapore,,Singapore,Catherine T.H Lee,Camden Medical Center,Voice Feminization Surgery (VFS)
Singapore,,Singapore,Saw Yeen Wong,Gleneagles Medical Centre,"Glansplasty, Hysterectomy, Metoidioplasty, Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Vaginectomy, Vaginoplasty (GRS/SRS)"
South Africa,,Johannesburg,Alexandra Grubnik,Helen Joseph Hospital,Phalloplasty (GRS/SRS)
South Africa,, Durban,Anil Madaree,"Dept. Plastic & Reconstructive Surgery, University of Natal, Wentworth Hospital",Voice Feminization Surgery (VFS)
South Africa,,Tygerberg,Benny J. Van R. Zeeman,Department Reconstructive Plastic Surgery,"Body Sculpting, Breast Augmentation, Buttock Augmentation, Facial Feminization (FFS)"
South Africa,,Cape Town,Kevin Adams,Academy of Plastic Surgery,Facial Feminization (FFS)
South Korea,,Seoul,Beyoung-Yun Park,"Severance Hospital, Yonsei University College of Medicine, Department of Plastic Surgery, C.P.O. Box 8044, Seoul, KR","Breast Augmentation, Metoidioplasty, Top Surgery, Vaginoplasty (GRS/SRS)"
South Korea,,Seoul,Chul Gyoo Park,Seoul National University College of Medicine\,Facial Feminization (FFS)
South Korea,,Seoul,Kim Hyung-tae,Yeson Voice Center,"Body Sculpting, Facial Feminization (FFS), Hysterectomy, Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
South Korea,,Seoul,Kim Jin Hong,Genito-Urinary Reconstructive Surgery Institute,"Glansplasty, Hysterectomy, Metoidioplasty, Penile Implant, Phalloplasty (GRS/SRS), Scrotoplasty, Top Surgery, Vaginectomy, Vaginoplasty (GRS/SRS)"
South Korea,,Seoul,Kim Seok-Kwun,Dong-A University Hospital,Vaginoplasty (GRS/SRS)
South Korea,,Seoul,Lee Ji-Wook,Yeson Voice Center,Voice Feminization Surgery (VFS)
South Korea,,Seoul,Tae Sung Lee,"Center for Facial Bone Surgery, Department of Plastic Surgery","Facial Feminization (FFS), Hair Grafting, Tracheal Shave"
Spain,,Madrid,Adolfo G. Montoya,Centro Medico La Zarzuela,Facial Feminization (FFS)
Spain,,Barcelona,Alberto Musolas Juncosa,Centro Medico Augusta,Facial Feminization (FFS)
Spain,,Madrid,Eduardo Valencia Laseca,,"Phalloplasty (GRS/SRS), Top Surgery"
Spain,,Barcelona,Iván Mañero,Plastic Surgery Institute,"Phalloplasty (GRS/SRS), Top Surgery"
Spain,,Madrid,Jesús Lago Oliver,,"Facial Feminization (FFS), Phalloplasty (GRS/SRS), Vaginoplasty (GRS/SRS)"
Spain,,Barcelona,Jorge Sáenz de Cabezón y Martí,,Top Surgery
Spain,Málaga,Marbella,Kai O. Kaye,Ocean Clinic Marbella,Top Surgery
Sweden,,Norrtälje,Bengt Johanson,,Phalloplasty (GRS/SRS)
Sweden,,Göteborg (Gothenburg),Claes G.K. Lauritzen,"Department of Plastic Surgery, Sahlgrenska University Hospita",Top Surgery
Sweden,,Linköping,Fredrik Huss,Linköping University,Facial Feminization (FFS)
Sweden,,Göteborg (Gothenburg),Gennaro Selvaggi,"Department of Plastic Surgery, Sahlgrenska University Hospital",Facial Feminization (FFS)
Sweden,,Linköping,Gunnar Kratz,Linköping University,Facial Feminization (FFS)
Sweden,,Stockholm,Hannes Sigurjonsson,Aleris Plastic Surgery,Facial Feminization (FFS)
Sweden,,Stockholm,Jan Jernbeck,Akademikliniken,"Phalloplasty (GRS/SRS), Top Surgery"
Sweden,,Stockholm,Jessica Gahm,"Karolinska University, Department of Reconstructive Plastic Surgery","Breast Augmentation, Orchiectomy, Phalloplasty (GRS/SRS), Vaginoplasty (GRS/SRS)"
Sweden,,Linköping,Johan Thorfinn,Plastikakademin,Vaginoplasty (GRS/SRS)
Sweden,,Stockholm,Kalle Lundgren,Karolinska Hospital,Facial Feminization (FFS)
Sweden,,Stockholm,Pehr Sommar,Karolinska University Hospital,Facial Feminization (FFS)
Sweden,,Göteborg (Gothenburg),Robert Olsson,"Sahlgrenska University Hospital, Department of Neurosurgery","Phalloplasty (GRS/SRS), Vaginoplasty (GRS/SRS)"
Switzerland,,Basel,Beat Hammer,"Clinic for Reconstructive Surgery, Cantonal and Universitary Hospital",Vaginoplasty (GRS/SRS)
Switzerland,,Zurich,Hermann F. Sailer,Klinik Professor Sailer,"Hysterectomy, Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Urethroplasty"
Switzerland,,Zurich,Hugo Obwegeser,Schwarzenbach im Zelg,"Breast Augmentation, Facial Feminization (FFS), Hysterectomy, Metoidioplasty, Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Tracheal Shave, Vaginectomy, Vaginoplasty (GRS/SRS)"
Switzerland,,Lausanne,Olivier Bauquis,Clinique Bois-Cerf,Facial Feminization (FFS)
Switzerland,,Lausanne,Paul J. Daverio,Clinique de Montchoisi,"Breast Augmentation, Orchiectomy, Phalloplasty (GRS/SRS), Vaginoplasty (GRS/SRS)"
Taiwan,,Taipei,C. F. Chen,Veterans General Hospital,"Body Sculpting, Breast Augmentation, Buttock Augmentation, Clitoroplasty, Facial Feminization (FFS), Labiaplasty (GRS/SRS), Orchiectomy, Top Surgery, Vaginoplasty (GRS/SRS), Vulvoplasty"
Taiwan,,Taipei,Lun-Jou Lo,"Chang Gung Memorial Hospital, Dept. Plastic & Reconstructive Surgery",Vaginoplasty (GRS/SRS)
Taiwan,,Taipei,Philip Kuo-Ting Chen,"Craniofacial Center, Chang Gung Memorial Hospital",Vaginoplasty (GRS/SRS)
Taiwan,,Taipei,R.H. Fang,Veterans General Hospital,"Facial Feminization (FFS), Hysterectomy, Top Surgery, Vaginoplasty (GRS/SRS)"
Taiwan,,Taipei,S. Ma,Veterans General Hospital,"Body Sculpting, Breast Augmentation, Buttock Augmentation, Clitoroplasty, Facial Feminization (FFS), Facial Masculinization, Glansplasty, Hysterectomy, Labiaplasty (GRS/SRS), Metoidioplasty, Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Tracheal Shave, Urethroplasty, Vaginectomy, Vaginoplasty (GRS/SRS), Voice Feminization Surgery (VFS)"
Thailand,,Thon Buri,Bhumsak Saksri,,"Hysterectomy, Phalloplasty (GRS/SRS), Scrotoplasty, Top Surgery, Urethroplasty"
Thailand,,Bangkok,Burin Wangjiraniran,Preecha Aesthetic Institute,"Breast Augmentation, Facial Feminization (FFS), Hysterectomy, Metoidioplasty, Phalloplasty (GRS/SRS), Scrotoplasty, Top Surgery, Tracheal Shave, Vaginectomy, Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Charan Mahatumarat,King Chulalongkorn Memorial Hospital,Vaginoplasty (GRS/SRS)
Thailand,,Chon Buri ,Chayamote Chyangsu (Dr Bank),,Vaginoplasty (GRS/SRS)
Thailand,,Bangkok,Chettawut Tulayaphanich,Chet Plastic Surgery,Vaginoplasty (GRS/SRS)
Thailand,,Bangkok,Greechart Pornsinsirirak,Yanhee Hospital,"Breast Augmentation, Facial Feminization (FFS)"
Thailand,,Pattaya,Jirapong Poony,,Vaginoplasty (GRS/SRS)
Thailand,,Bangkok,Juta Jansi,Solution Beauty & Wellness,"Body Sculpting, Breast Augmentation, Clitoroplasty, Facial Feminization (FFS), Labiaplasty (GRS/SRS), Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Kamol Pansritum,Kamol Hospital - Cosmetic & Plastic Surgery,"Body Sculpting, Breast Augmentation, Buttock Augmentation, Clitoroplasty, Facial Feminization (FFS), Glansplasty, Hair Grafting, Hysterectomy, Labiaplasty (GRS/SRS), Metoidioplasty, Orchiectomy, Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Tracheal Shave, Urethroplasty, Vaginectomy, Vaginoplasty (GRS/SRS), Voice Feminization Surgery (VFS)"
Thailand,,Bangkok,Kanit Wittayavanichai,,Vaginoplasty (GRS/SRS)
Thailand,,Hat Yai,Kuldech Techanaparukse,,"Breast Augmentation, Facial Feminization (FFS), Hysterectomy, Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery, Tracheal Shave, Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Kunachak Somsak,,"Breast Augmentation, Facial Feminization (FFS), Orchiectomy, Vaginoplasty (GRS/SRS)"
Thailand,Songkhla,Hat Yai,Nara Donaskul,,"Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Narongdet Jiarapipan,Bangmod Hospital,"Clitoroplasty, Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Pacharapong Patrasinsuntorn,,"Breast Augmentation, Facial Feminization (FFS), Facial Masculinization, Phalloplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Paiboon Chitprapai,Bangkok Hospital,"Breast Augmentation, Facial Feminization (FFS), Vaginoplasty (GRS/SRS)"
Thailand,,Chon Buri ,Pichansak Bunmas,V Plast Clinic,"Body Sculpting, Breast Augmentation, Clitoroplasty, Facial Feminization (FFS), Labiaplasty, Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Pichet Rodchareon,Aesthetic Plastic Surgery,"Breast Augmentation, Facial Feminization (FFS), Facial Masculinization, Hysterectomy, Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Preecha Tiewtranon,Preecha Aesthetic Institute,"Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery, Tracheal Shave, Vaginoplasty (GRS/SRS)"
Thailand,,Phuket,Sanguan Kunaporn,Phuket Plastic Surgery Clinic,"Breast Augmentation, Facial Feminization (FFS), Orchiectomy, Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Saran Wannachamras,Saran Cosmetic Surgery Clinic,"Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Sirachai Jindarak,Bumrungrad International Hospital,Vaginoplasty (GRS/SRS)
Thailand,,Bangkok,Sukit Warathamrong,,"Glansplasty, Hysterectomy, Metoidioplasty, Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Urethroplasty, Vaginoplasty (GRS/SRS)"
Thailand,,Chon Buri ,Suporn Watanyusakul,Suporn Clinic Chonburi,Vaginoplasty (GRS/SRS)
Thailand,,Bangkok,Sutin Khobunsongserm,Preecha Aesthetic Institute,Facial Feminization (FFS)
Thailand,,Nonthaburi,Tanongsak Panyawirunroj,Asia Clinic Thailand,"Phalloplasty (GRS/SRS), Top Surgery"
Thailand,,Bangkok,Thawatchai Boonpadhanapong,Yanhee Hospital,"Top Surgery, Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Theera Yangyuen,Kamol Hospital,"Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery, Tracheal Shave, Vaginoplasty (GRS/SRS)"
Thailand,,Bangkok,Thep Vejvisith,,Vaginoplasty (GRS/SRS)
Thailand,,Bangkok,Thiti Chaovanalikit,,Vaginoplasty (GRS/SRS)
Thailand,,Pattaya,Vichai Surawongsin,,Vaginoplasty (GRS/SRS)
Thailand,,Bangkok,Vitawat Angkatavanich,Yanhee Hospital,Top Surgery
Thailand,,Bangkok,Wisuthseriwong Witoon,Clinic Soi 1,Vaginoplasty (GRS/SRS)
Thailand,,Bangkok,Darin Moungthai,The Sib Clinic,Facial Feminization (FFS)
Turkey,,Ankara,Mustafa Sengezer,,Phalloplasty (GRS/SRS)
United States,New York,New York City,Aaron Grotas,Mount Sinai Center for Transgender Medicine and Surgery,"Metoidioplasty, Orchiectomy, Reconstructive Urology"
United States,Massachusetts,Boston,Adam M. Tobias,Beth Israel Deaconess Medical Center,Top Surgery
United States,Iowa,Sioux City,Adam Smith,,Top Surgery
United States,North Dakota,Fargo,Ahmed Abdullah,,Vaginoplasty (GRS/SRS)
United States,Texas,Plano,Alan Dulin,The International Center for Transgender Care,"Body Sculpting, Breast Augmentation, Buttock Augmentation, Facial Feminization (FFS), Metoidioplasty, Orchiectomy, Scrotoplasty (GRS/SRS), Top Surgery, Urethroplasty"
United States,Missouri,St. Louis,Alan Londe,,Top Surgery
United States,New York,Long Island,Alan M. Freedman,,Top Surgery
United States,Michigan,Detroit,Alan Neal Wilson,,Phalloplasty (GRS/SRS)
United States,Kentucky,Owensboro,Alan P. Mullins,Ohio Valley Surgical,Top Surgery
United States,Massachusetts,Burlington,Alex Vanni,Lahey Hospital & Medical Center,Reconstructive Urology
United States,California,Mountain View,Alexander Ereso,Pearl Plastic Surgery Center,Top Surgery
United States,Connecticut,New Haven,Alexander F. Au,"Yale University School of Medicine, Yale Physicians Building","Body Sculpting, Top Surgery"
United States,California,Beverly Hills,Alexander Sinclair,Transgender Surgery of Beverly Hills,"Breast Augmentation, Buttock Augmentation, Clitoroplasty, Facial Feminization (FFS), Hair Grafting, Labiaplasty (GRS/SRS), Orchiectomy, Top Surgery, Vaginoplasty (GRS/SRS)"
United States,Washington,Seattle,Alexandra Schmidek,,"Breast Augmentation, Top Surgery"
United States,New York,New York City,Alexes Hazen,NYU Langone Medical Center,Top Surgery
United States,California,San Francisco,Ali Salim,The San Francisco Transgender Institute,"Breast Augmentation, Labiaplasty (GRS/SRS), Metoidioplasty, Phalloplasty (GRS/SRS), Vaginoplasty (GRS/SRS), Vulvoplasty"
United States,Ohio,Cleveland,Ali Totonchi,MetroHealth,"Facial Feminization (FFS), Facial Masculinization"
United States,Illinois,Chicago,Alison Shore,Lakeview Plastic Surgery,"Breast Augmentation, Top Surgery"
United States,Illinois,Chicago,Alvaro Figueroa,Rush Craniofacial Centre,Facial Feminization (FFS)
United States,New York,New York City,Ami Shah,Bronx Lebanon Hospital Center,Hysterectomy
United States,California,Palo Alto,Adev Gurjala,Stanford Medical Center,Top Surgery
United States,Florida,Miami,Andres Bustillo,,Facial Feminization (FFS)
United States,Georgia,Atlanta,Andrew Dott,,Hysterectomy
United States,California,Palo Alto,Andrew Epstein,Palo Alto Clinic,Orchiectomy
United States,North Carolina,Winston-Salem,Andrew Schneider,Forsyth Plastic Surgery,Top Surgery
United States,Texas,Houston ,Angela Sturm,Facial Plastic Surgery Associates/Body Affirming Surgeries,"Facial Feminization (FFS), Facial Masculinization, Tracheal Shave"
United States,Texas,Houston ,Anh Nguyen,Baylor College of Medicine,"Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery, Tracheal Shave, Vaginoplasty (GRS/SRS)"
United States,Virginia,Norfolk,Ann Schwentker,,Top Surgery
United States,New York,Syracuse,Anthony Deboni,CNY Cosmetic and Reconstructive Surgery,Top Surgery
United States,Florida,Lake Mary,Anthony T. Perrin,Obstetrics & Gynecology,Hysterectomy
United States,Texas,Arlington,Anthony Tran,,Top Surgery
United States,New Hampshire,Stratham,Anthony Wilson,Plastic & Cosmetic Surgery Skin & Laser Center,"Breast Augmentation, Top Surgery"
United States,Wisconsin,Milwaukee,Arlen D. Denny,,Facial Feminization (FFS)
United States,Washington,Olympia,Art Foley,Foley Plastic Surgery Center,"Breast Augmentation, Facial Feminization (FFS), Facial Masculinization, Top Surgery"
United States,Maryland,Baltimore,Arthur Burnett,"Johns Hopkins Center for Transgender Health, Outpatient Center",Penile Implant (GRS/SRS)
United States,North Carolina,Charlotte,Arthur Calabretta,Calabretta Cosmetic Surgery,Vaginoplasty (GRS/SRS)
United States,Florida,Boca Raton,Arthur G. Handal,Handal Plastic Surgery,Top Surgery
United States,Illinois,Chicago,Arun K. Gosain,Ann & Robert H. Lurie Children's Hospital of Chicago,Facial Feminization (FFS)
United States,Texas,Austin,Ashley DeLeon,Brownstein & Crane Surgical Services,"Breast Augmentation, Clitoroplasty, Glansplasty, Labiaplasty (GRS/SRS), Orchiectomy, Top Surgery, Vaginoplasty (GRS/SRS)"
United States,California/Texas,Los Angeles/Houston,Avo Artinyan,,Vaginoplasty (GRS/SRS)
United States,New York,Brooklyn,Azid Hashmat,,Vaginoplasty (GRS/SRS)
United States,California,Beverly Hills,Babak Dadvand,,"Body Sculpting, Breast Augmentation, Top Surgery"
United States,Ohio,Lyndhurst,Bahman Guyuron,,Facial Feminization (FFS)
United States,Texas,Dallas,Bardia Amirlak,UT SouthWestern 4,"Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Top Surgery"
United States,Indiana,Indianapolis,Barry Eppley,,Facial Feminization (FFS)
United States,New York,New York City,Barry Grayson,Institute Reconstructive Plastic Surgery,Facial Feminization (FFS)
United States,California,San Francisco,Bauback Safa,The San Francisco Transgender Institute,Phalloplasty (GRS/SRS)
United States,Rhode Island,Providence,Bella K Avanessian,,"Vaginoplasty (GRS/SRS),  Labiaplasty (GRS/SRS)"
United States,Virginia,Fredericksville,Belvant Arora,,Top Surgery
United States,California,Riverside,Ben Childers,"Riverside Plastic Surgery Associates, Inc","Breast Augmentation, Top Surgery"
United States,California,San Francisco,Benjamin N. Breyer,"UCSF Department of Urology, UCSF ACC 6th floor",Reconstructive Urology
United States,Washington DC,Washington DC,Benjamin Wood,George Washington Medical Faculty,Top Surgery
United States,Maryland,Lutherville-Timonium,Beverly Fischer,Advanced Center for Plastic Surgery,Top Surgery
United States,Massachusetts,Beverly,Beverly M. Shafer,"900 Cummings Center, Suite 112W",Top Surgery
United States,Ohio,Columbus,Bill Evans,Grant Surgical & Heart Center,"Facial Feminization (FFS), Tracheal Shave"
United States,New Jersey,East Brunswick,Boris Volshteyn,,"Breast Augmentation, Facial Feminization (FFS), Facial Masculinization, Top Surgery, Tracheal Shave"
United States,California,Marina del Rey,Bounmany Kyle Keojampa,,Facial Feminization (FFS)
United States,North Carolina,Chapel Hill,Brad Figler,"University of North Carolina at Chapel Hill School of Medicine, Department of Urology","Metoidioplasty, Penile Implant (GRS/SRS), Reconstructive Urology"
United States,Washington,Spokane,Bradley Coots,,Top Surgery
United States,Nevada,Las Vegas,Brandon Reynolds,Reynolds Plastic Surgery,Top Surgery
United States,Georgia,Atlanta,Brian Arslanian,,"Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Facial Masculinization, Top Surgery, Tracheal Shave"
United States,California,Murrieta,Brian Eichenberg,Renuance Cosmetic Surgery Center,Top Surgery
United States,New York,New York City,Brian Gilchrist,Bronx Lebanon Hospital Center,Vaginoplasty (GRS/SRS)
United States,Wisconsin,Appleton,Brian Kiesnowski,,Top Surgery
United States,California,Los Gatos,Brian Orisek,,Facial Feminization (FFS)
United States,New York,Garden City,Bruce Brewer,Long Island Plastic Surgery,Top Surgery
United States,Minnesota,Minneapolis,Bruce Cunningham,"University of Minnesota Plastic Surgery, Plastic and Reconstructive Surgery Clinic, Phillips-Wangensteen Building, First Floor, Clinic 1E","Breast Augmentation, Top Surgery"
United States,Pennsylvania,Trenton,Bruce Genter,,"Facial Feminization (FFS), Facial Masculinization, Top Surgery, Tracheal Shave"
United States,California,Newport Beach,Bruce J. Dubin,,Facial Feminization (FFS)
United States,Florida,Gainesville,Bruce Mast,UF Health Plastic Surgery and Aesthetics Center,"Breast Augmentation, Facial Feminization (FFS)"
United States,Illinois,Northbrook,Bruce S. Bauer,,Facial Feminization (FFS)
United States,Washington,Seattle,Bryan B. Voelzke,"University of Washington, Harbourview Medical Center",Reconstructive Urology
United States,Pennsylvania,Lancaster County,Bryan Cicuto,Plastic & Aesthetic Surgical Associates,Top Surgery
United States,Washington,Bellevue,Bryan McIntosh,,Top Surgery
United States,Minnesota,Minneapolis,Bryan Rolfes,,Facial Feminization (FFS)
United States,California,San Francisco,Bryant A. Toth,,Facial Feminization (FFS)
United States,Arizona,Scottsdale,Burt Webb,Scottsdale Center for Women's Health,"Hysterectomy, Vaginectomy"
United States,Georgia,Atlanta,C. Carson Huynh,Atlanta Surgical Arts,Facial Feminization (FFS)
United States,New York,Rochester,C. Michael Haben,Haben Practice for Voice and Laryngeal Laser Surgery,Voice Feminization Surgery (VFS)
United States,California,San Francisco,Carl Thomas,San Francisco Medical Center,Reconstructive Urology
United States,Missouri,Kansas City,Carol Ann Aylward,University Health Plastic Surgery Center,"Breast Augmentation, Top Surgery"
United States,Nebraska,Lincoln,Cassidy Mitchell,Lincoln Aesthetic Surgical Institute,Top Surgery
United States,Ohio,Cleveland,Cecile Unger,Cleveland Clinic,"Hysterectomy, Vaginoplasty (GRS/SRS)"
